Time[s],NS[cm/s/s],EW[cm/s/s],UD[cm/s/s]
31.28,-5.3,-8.6 ,-9.9 
31.3,-10.1,-10.7 ,-7.7 
31.32,-12.6,-12.6 ,-2.5 
31.34,-14.3,-14.7 ,2.4 
31.36,-12.9,-11.9 ,3.6 
31.38,-10.4,-7.1 ,2.8 
31.4,-7.1,-2.5 ,1.8 
31.42,-1.8,2.5 ,-0.1 
31.44,3.3,3.2 ,-2.1 
31.46,8.5,4.2 ,-2.0 
31.48,15.8,7.3 ,-0.7 
31.5,23.9,11.3 ,0.2 
31.52,31.9,15.4 ,-4.4 
31.54,34.1,19.6 ,-5.6 
31.56,31.8,24.3 ,-1.4 
31.58,21.3,21.4 ,1.8 
31.6,7.3,14.4 ,3.2 
31.62,0.9,8.4 ,3.6 
31.64,-1.5,2.2 ,4.6 
31.66,-4.7,7.7 ,6.9 
31.68,-7.5,11.1 ,8.8 
31.7,-12.1,17.4 ,10.4 
31.72,-15.6,19.2 ,12.0 
31.74,-11.6,12.7 ,10.5 
31.76,-5.6,8.3 ,8.6 
31.78,-0.6,0.7 ,8.3 
31.8,-0.3,-3.8 ,8.4 
31.82,-0.3,-2.8 ,6.6 
31.84,1.4,-1.1 ,0.0 
31.86,4.6,-7.4 ,-3.3 
31.88,7.2,-17.6 ,-1.6 
31.9,8.6,-25.2 ,-1.0 
31.92,9.8,-20.0 ,-2.3 
31.94,12.4,-17.0 ,-3.0 
31.96,14.7,-9.8 ,-0.1 
31.98,17.2,-3.2 ,2.9 
32,20,4.2 ,4.5 
32.02,25.6,11.1 ,2.1 
32.04,31.7,17.7 ,0.3 
32.06,28.7,12.5 ,-2.3 
32.08,23.1,7.7 ,-1.6 
32.1,10.5,1.3 ,-1.1 
32.12,-0.1,-5.3 ,0.8 
32.14,-1.1,-7.8 ,5.7 
32.16,-3.6,-9.1 ,10.8 
32.18,-5.3,-10.9 ,9.9 
32.2,-8.3,-11.0 ,7.2 
32.22,-5.2,-10.9 ,4.3 
32.24,-0.7,-7.1 ,2.1 
32.26,3.7,-0.8 ,2.7 
32.28,9.6,4.4 ,1.5 
32.3,15.5,11.8 ,-1.5 
32.32,20.5,12.9 ,-4.2 
32.34,14.3,7.2 ,-7.2 
32.36,7.3,2.9 ,-7.2 
32.38,2.1,-3.5 ,-7.6 
32.4,-2.2,-9.7 ,-6.1 
32.42,-7,-14.3 ,-2.2 
32.44,-10,-13.7 ,1.6 
32.46,-7.5,-14.3 ,5.8 
32.48,-5.4,-13.5 ,9.3 
32.5,-2.9,-11.7 ,8.6 
32.52,-1.5,-3.8 ,8.1 
32.54,0,2.1 ,6.9 
32.56,-0.1,10.9 ,5.9 
32.58,-0.6,11.5 ,4.6 
32.6,-1.1,5.8 ,5.2 
32.62,-1,1.9 ,7.1 
32.64,-0.3,-4.7 ,8.1 
32.66,0.1,-5.8 ,7.7 
32.68,1.6,-6.7 ,7.8 
32.7,5.3,-7.2 ,6.9 
32.72,8.6,-7.1 ,8.7 
32.74,12.6,-5.3 ,9.9 
32.76,15.4,-2.8 ,7.4 
32.78,13.1,-5.3 ,7.6 
32.8,10.2,-10.4 ,6.9 
32.82,5.6,-14.7 ,4.4 
32.84,0.6,-19.8 ,2.3 
32.86,-4,-15.4 ,-0.5 
32.88,-9.8,-12.4 ,-0.2 
32.9,-9.6,-7.2 ,3.7 
32.92,-4.6,-4.4 ,3.8 
32.94,-0.7,-3.5 ,3.8 
32.96,3.1,-2.5 ,3.9 
32.98,4.5,-0.5 ,4.7 
33,6.8,2.6 ,4.1 
33.02,5.2,4.2 ,2.4 
33.04,4.5,5.0 ,0.8 
33.06,1.8,7.6 ,-0.4 
33.08,-0.2,11.5 ,1.1 
33.1,-2.9,16.0 ,2.2 
33.12,-2.8,13.7 ,3.9 
33.14,-1.7,7.8 ,2.8 
33.16,-0.6,2.9 ,1.5 
33.18,-0.5,-3.5 ,-0.4 
33.2,-1.7,-5.2 ,-0.8 
33.22,-2.2,-8.2 ,-0.1 
33.24,-3.6,-11.8 ,0.7 
33.26,-3.2,-13.3 ,-0.4 
33.28,-0.7,-12.3 ,-3.1 
33.3,1.4,-12.6 ,-5.1 
33.32,4.1,-13.4 ,-4.9 
33.34,6.5,-11.3 ,-4.4 
33.36,6.3,-5.8 ,-3.8 
33.38,5.2,-1.3 ,-3.0 
33.4,0.6,4.6 ,-3.6 
33.42,-4.5,9.9 ,-4.5 
33.44,-7.6,16.0 ,-5.2 
33.46,-6.4,20.4 ,-3.8 
33.48,-6.5,23.3 ,-2.0 
33.5,-10.7,24.2 ,-0.2 
33.52,-16.1,21.0 ,1.9 
33.54,-17.4,16.8 ,1.6 
33.56,-11.7,11.9 ,0.1 
33.58,-7,7.1 ,-1.2 
33.6,-3.6,4.9 ,-3.0 
33.62,-2.5,3.0 ,-4.5 
33.64,-0.2,4.2 ,-6.1 
33.66,0.4,6.1 ,-5.5 
33.68,3.6,5.3 ,-4.0 
33.7,8.2,1.7 ,-2.7 
33.72,11.5,-1.1 ,-1.3 
33.74,7,-5.2 ,-1.9 
33.76,3.8,-8.9 ,-2.2 
33.78,-1,-11.3 ,-3.0 
33.8,-2.5,-9.2 ,-3.0 
33.82,-3.4,-4.5 ,-1.4 
33.84,-4.1,1.1 ,-0.1 
33.86,-4.5,6.8 ,-1.7 
33.88,-6.5,12.1 ,-3.0 
33.9,-12,7.1 ,-4.6 
33.92,-11.7,3.9 ,-3.1 
33.94,-10.8,-1.2 ,-1.0 
33.96,-9.8,-2.3 ,0.9 
33.98,-8.1,-2.2 ,-1.3 
34,-7.6,-0.1 ,-4.8 
34.02,-11,2.5 ,-5.5 
34.04,-13.8,4.0 ,-4.4 
34.06,-16.6,-0.9 ,-3.6 
34.08,-14.4,-4.5 ,-3.2 
34.1,-13,-9.8 ,-6.4 
34.12,-11.1,-14.8 ,-7.4 
34.14,-10.8,-19.4 ,-6.9 
34.16,-9.8,-16.5 ,-6.5 
34.18,-9.8,-14.4 ,-5.7 
34.2,-6.3,-11.1 ,-4.6 
34.22,-0.2,-8.5 ,-3.2 
34.24,5.4,-5.7 ,-1.9 
34.26,11,-2.3 ,-0.4 
34.28,15.2,1.6 ,-0.7 
34.3,19.7,5.4 ,-2.1 
34.32,17,8.6 ,-3.2 
34.34,14,9.9 ,-4.7 
34.36,10.3,11.8 ,-6.1 
34.38,6.4,13.0 ,-7.4 
34.4,1,14.9 ,-6.4 
34.42,-6.7,14.1 ,-5.4 
34.44,-10.5,10.1 ,-4.4 
34.46,-12.2,6.3 ,-4.4 
34.48,-13.8,1.5 ,-4.5 
34.5,-16.6,-2.3 ,-4.6 
34.52,-21.5,-4.8 ,-3.3 
34.54,-26.9,-7.5 ,-1.8 
34.56,-27.4,-9.8 ,-1.8 
34.58,-21.7,-10.7 ,-2.2 
34.6,-17.8,-11.1 ,-2.6 
34.62,-11.6,-8.1 ,-3.2 
34.64,-6.1,-1.7 ,-2.6 
34.66,0,4.7 ,-1.8 
34.68,5.4,8.9 ,-1.0 
34.7,9.9,8.8 ,-0.1 
34.72,14.4,7.5 ,-1.1 
34.74,18.7,5.3 ,-2.7 
34.76,23.2,5.3 ,-4.4 
34.78,26.2,7.2 ,-5.5 
34.8,25.5,3.7 ,-5.2 
34.82,22.7,0.7 ,-5.0 
34.84,17.1,-1.9 ,-4.6 
34.86,12.7,-3.4 ,-4.1 
34.88,5.4,-5.5 ,-1.6 
34.9,-4.7,-7.5 ,2.0 
34.92,-14.9,-7.9 ,3.1 
34.94,-21,-5.1 ,2.9 
34.96,-25.4,-4.5 ,3.0 
34.98,-25.2,-4.5 ,2.6 
35,-24.5,-5.2 ,2.4 
35.02,-22.6,-1.6 ,2.1 
35.04,-17.9,5.6 ,1.8 
35.06,-13.6,7.5 ,1.9 
35.08,-8.2,8.9 ,3.4 
35.1,-1.4,10.3 ,3.6 
35.12,4.4,10.9 ,2.8 
35.14,8.9,11.8 ,2.1 
35.16,9.7,9.6 ,1.1 
35.18,10,6.6 ,0.3 
35.2,10,3.7 ,-0.7 
35.22,10.4,0.9 ,-1.1 
35.24,13.6,2.5 ,-0.7 
35.26,12.1,3.3 ,-0.5 
35.28,10,5.3 ,-0.1 
35.3,7.2,6.4 ,0.3 
35.32,1.9,6.8 ,0.1 
35.34,-2.8,5.3 ,-0.3 
35.36,-8.3,-0.6 ,-0.8 
35.38,-13.1,-6.1 ,-1.2 
35.4,-19,-10.4 ,-1.8 
35.42,-19.4,-10.3 ,-1.6 
35.44,-13.9,-8.1 ,-0.9 
35.46,-10,-3.4 ,-0.3 
35.48,-4.4,0.9 ,0.5 
35.5,-4.4,5.9 ,1.2 
35.52,-4,9.8 ,1.5 
35.54,-4.5,10.4 ,0.7 
35.56,-4.9,8.9 ,0.3 
35.58,-3.9,5.3 ,1.0 
35.6,-2.1,3.3 ,2.1 
35.62,-2.2,3.0 ,1.5 
35.64,-1.6,2.5 ,-1.0 
35.66,-1.6,2.2 ,-3.5 
35.68,-1.2,-1.4 ,-4.6 
35.7,-1.2,-4.6 ,-3.1 
35.72,2.8,-8.3 ,-2.3 
35.74,6.8,-12.3 ,-0.5 
35.76,11.5,-14.2 ,-0.7 
35.78,9.6,-9.5 ,-0.7 
35.8,5.6,-6.2 ,1.8 
35.82,1.7,-1.0 ,2.2 
35.84,-3.1,1.9 ,4.2 
35.86,-7.8,2.9 ,6.0 
35.88,-9.2,4.4 ,7.9 
35.9,-9.2,5.0 ,9.7 
35.92,-9.5,6.2 ,9.3 
35.94,-9.2,5.7 ,7.9 
35.96,-8.6,3.9 ,6.6 
35.98,-5.2,1.3 ,5.0 
36,-2.2,-2.3 ,3.6 
36.02,1.4,-5.6 ,2.1 
36.04,3.8,-9.4 ,1.6 
36.06,3.4,-12.1 ,0.8 
36.08,3.4,-10.4 ,0.3 
36.1,2.9,-8.5 ,-0.3 
36.12,4,-2.6 ,0.1 
36.14,5.4,2.8 ,0.9 
36.16,6.7,9.0 ,1.7 
36.18,8.5,14.2 ,2.0 
36.2,8.7,16.5 ,1.1 
36.22,7.7,16.4 ,0.7 
36.24,7,14.3 ,-0.4 
36.26,6.1,12.5 ,0.2 
36.28,7.5,9.9 ,2.2 
36.3,8.7,6.9 ,3.8 
36.32,10.2,2.5 ,3.9 
36.34,11.1,-1.2 ,3.8 
36.36,9,-4.8 ,3.7 
36.38,7.5,-2.3 ,3.3 
36.4,5.3,-1.5 ,3.4 
36.42,6.2,-1.1 ,3.9 
36.44,7.9,-0.1 ,4.5 
36.46,9.7,0.5 ,4.8 
36.48,11.8,0.4 ,3.7 
36.5,13.5,-0.7 ,2.7 
36.52,10.5,-1.2 ,1.4 
36.54,7.7,0.1 ,0.2 
36.56,4.4,1.2 ,-1.1 
36.58,1.2,2.6 ,-2.0 
36.6,-2.1,3.6 ,-1.8 
36.62,-4.2,2.5 ,-1.8 
36.64,-6.8,1.0 ,-1.5 
36.66,-8.7,-0.9 ,-1.3 
36.68,-12,-2.9 ,-1.1 
36.7,-15.9,-5.0 ,-1.8 
36.72,-19.8,-6.7 ,-2.9 
36.74,-23.3,-7.1 ,-3.9 
36.76,-25.8,-7.3 ,-5.0 
36.78,-27,-6.7 ,-6.1 
36.8,-27.8,-6.4 ,-7.3 
36.82,-28.7,-5.7 ,-8.2 
36.84,-27.8,-5.8 ,-7.8 
36.86,-27,-7.5 ,-7.3 
36.88,-25.8,-8.8 ,-6.7 
36.9,-25.1,-10.6 ,-6.0 
36.92,-21.9,-11.8 ,-5.3 
36.94,-17.3,-11.4 ,-3.6 
36.96,-12.9,-10.3 ,-1.3 
36.98,-10.9,-9.0 ,-0.3 
37,-10.5,-7.6 ,-1.2 
37.02,-9.5,-6.5 ,-1.9 
37.04,-9.1,-7.2 ,-3.0 
37.06,-7.2,-8.2 ,-4.1 
37.08,-5.9,-9.4 ,-4.3 
37.1,-4,-10.7 ,-2.9 
37.12,-2.3,-12.1 ,-3.0 
37.14,1.8,-13.1 ,-2.9 
37.16,3.5,-12.4 ,-3.1 
37.18,4.2,-11.9 ,-2.4 
37.2,4.8,-11.1 ,-1.1 
37.22,4.3,-10.4 ,0.1 
37.24,4.3,-8.1 ,1.4 
37.26,3.8,-4.3 ,2.7 
37.28,3.6,-1.0 ,4.0 
37.3,3.2,7.2 ,4.7 
37.32,4.7,11.9 ,4.9 
37.34,6.3,13.6 ,5.2 
37.36,8.5,13.3 ,5.3 
37.38,11,12.1 ,5.5 
37.4,13.4,10.9 ,5.5 
37.42,16,9.2 ,4.8 
37.44,18.1,7.5 ,3.9 
37.46,17.3,4.0 ,3.0 
37.48,16.8,1.4 ,2.1 
37.5,15.9,-2.5 ,1.1 
37.52,14.7,-1.3 ,0.2 
37.54,10.8,3.5 ,-0.5 
37.56,6.8,6.9 ,-0.7 
37.58,3.2,12.6 ,-1.0 
37.6,0.9,14.5 ,-1.2 
37.62,1.9,11.3 ,-1.5 
37.64,2.8,9.2 ,-1.4 
37.66,4,7.8 ,-1.4 
37.68,5.4,6.3 ,-1.3 
37.7,6.9,5.5 ,-1.2 
37.72,9.5,7.4 ,-1.2 
37.74,11.7,8.7 ,-1.2 
37.76,14.3,10.6 ,-1.5 
37.78,14.3,10.7 ,-1.7 
37.8,12.5,10.3 ,-2.2 
37.82,12.2,10.6 ,-1.7 
37.84,12.4,11.5 ,-0.5 
37.86,12.6,12.1 ,0.6 
37.88,13,12.6 ,0.5 
37.9,13.3,11.5 ,-0.1 
37.92,10.6,10.3 ,-0.6 
37.94,7.9,7.9 ,-1.3 
37.96,4.6,5.8 ,-2.0 
37.98,2,3.4 ,-2.3 
38,0.5,0.9 ,-1.7 
38.02,-1.1,-0.7 ,-1.2 
38.04,-2.5,2.7 ,-0.5 
38.06,-1.1,6.4 ,0.1 
38.08,1.8,11.0 ,0.8 
38.1,4.3,15.5 ,0.5 
38.12,7.6,14.8 ,0.1 
38.14,10.3,13.4 ,-0.3 
38.16,13.3,11.9 ,-0.7 
38.18,10.1,9.6 ,-0.1 
38.2,6.2,7.7 ,0.6 
38.22,1.8,5.6 ,1.4 
38.24,-2.7,5.9 ,2.2 
38.26,-8,6.3 ,3.1 
38.28,-8.9,6.8 ,3.9 
38.3,-5.4,7.6 ,4.8 
38.32,-3,8.2 ,5.0 
38.34,0.6,9.1 ,4.4 
38.36,1.2,9.0 ,3.3 
38.38,2.2,5.8 ,1.3 
38.4,2.7,2.9 ,-0.6 
38.42,3.2,1.0 ,-2.5 
38.44,4.8,0.3 ,-3.2 
38.46,6.9,-1.3 ,-3.8 
38.48,8.9,-2.1 ,-4.4 
38.5,11.2,-3.5 ,-3.8 
38.52,13.3,-3.3 ,-1.9 
38.54,14,-1.2 ,-0.4 
38.56,13.7,0.4 ,0.3 
38.58,14,0.9 ,0.8 
38.6,13.5,1.7 ,1.4 
38.62,13.9,1.1 ,1.8 
38.64,10.2,-0.4 ,2.2 
38.66,3,-1.6 ,1.8 
38.68,-3.2,-3.3 ,1.4 
38.7,-6.3,-4.8 ,0.9 
38.72,-8.5,-6.5 ,1.2 
38.74,-11.2,-6.4 ,2.0 
38.76,-15.7,-4.9 ,1.9 
38.78,-19.7,-3.5 ,1.3 
38.8,-18.8,1.1 ,0.8 
38.82,-18.2,2.8 ,0.1 
38.84,-17,5.2 ,0.0 
38.86,-15.6,5.4 ,0.2 
38.88,-14.2,4.4 ,0.3 
38.9,-12.9,3.4 ,-0.8 
38.92,-12.5,3.1 ,-2.1 
38.94,-12,3.6 ,-3.4 
38.96,-11.6,3.7 ,-3.1 
38.98,-11.4,2.5 ,-2.4 
39,-10.6,1.0 ,-1.7 
39.02,-6.4,-0.3 ,-0.8 
39.04,-2.1,-1.2 ,-0.7 
39.06,0.2,-1.9 ,-0.9 
39.08,-0.4,-4.6 ,-0.9 
39.1,-0.4,-8.2 ,-0.4 
39.12,-1.4,-10.8 ,0.1 
39.14,-1.9,-10.1 ,0.4 
39.16,-0.8,-7.8 ,-0.2 
39.18,1.1,-5.3 ,-0.8 
39.2,2.7,-2.2 ,-1.6 
39.22,5,0.7 ,-1.7 
39.24,5.3,3.2 ,-1.4 
39.26,4.2,3.8 ,-1.1 
39.28,3,2.9 ,-0.8 
39.3,1.1,2.3 ,-1.8 
39.32,-0.5,1.2 ,-2.7 
39.34,-2.4,2.0 ,-3.7 
39.36,-2,3.5 ,-4.7 
39.38,-0.7,2.7 ,-5.7 
39.4,0.4,1.3 ,-4.5 
39.42,1.9,0.2 ,-4.0 
39.44,3.3,-1.7 ,-5.0 
39.46,4.8,-2.5 ,-6.3 
39.48,5.7,-2.0 ,-3.7 
39.5,6.5,-1.6 ,-0.6 
39.52,7.4,-1.0 ,-0.4 
39.54,8.1,-0.2 ,0.7 
39.56,9.1,-1.0 ,1.0 
39.58,12.7,-2.4 ,1.5 
39.6,16.9,-3.9 ,1.1 
39.62,14.4,-5.0 ,0.6 
39.64,10.5,-4.7 ,0.1 
39.66,7,-2.2 ,-0.5 
39.68,3.5,1.7 ,-0.5 
39.7,0.2,5.3 ,0.3 
39.72,-3.2,9.6 ,0.9 
39.74,-6.4,13.2 ,1.8 
39.76,-9.5,14.6 ,2.5 
39.78,-9.1,13.0 ,2.6 
39.8,-8.3,10.9 ,2.4 
39.82,-7.3,8.3 ,2.2 
39.84,-5.1,6.3 ,1.9 
39.86,-3,7.1 ,1.6 
39.88,-0.4,7.4 ,1.3 
39.9,3.3,7.9 ,1.1 
39.92,5.2,4.5 ,1.7 
39.94,4.4,1.6 ,2.6 
39.96,4,-1.8 ,2.0 
39.98,3,-5.6 ,1.4 
40,2,-7.6 ,0.6 
40.02,1,-7.7 ,0.1 
40.04,0.1,-8.3 ,1.3 
40.06,-1,-8.1 ,1.0 
40.08,-1.4,-7.6 ,-0.3 
40.1,0.2,-7.2 ,-1.6 
40.12,1.6,-8.5 ,-1.7 
40.14,3,-9.2 ,0.5 
40.16,2.3,-10.6 ,2.3 
40.18,1.6,-11.6 ,3.9 
40.2,1.6,-12.8 ,3.1 
40.22,2.6,-13.9 ,4.0 
40.24,3.2,-14.4 ,6.0 
40.26,4.5,-13.1 ,7.7 
40.28,4.6,-12.2 ,6.4 
40.3,2.1,-10.7 ,5.3 
40.32,-0.3,-10.2 ,3.7 
40.34,-3,-11.9 ,3.6 
40.36,-6,-13.4 ,3.9 
40.38,-8.7,-15.3 ,4.2 
40.4,-11.6,-17.2 ,4.4 
40.42,-10.7,-17.0 ,4.3 
40.44,-9.4,-15.7 ,4.2 
40.46,-7.8,-12.6 ,4.1 
40.48,-6.8,-9.4 ,3.5 
40.5,-6.3,-6.0 ,2.5 
40.52,-5.7,-3.3 ,1.5 
40.54,-5,-0.2 ,1.5 
40.56,-4.1,2.0 ,1.8 
40.58,-3.3,2.6 ,2.0 
40.6,-2.4,2.2 ,2.2 
40.62,-1.4,1.6 ,1.6 
40.64,-0.5,0.8 ,1.1 
40.66,0.4,-0.6 ,0.5 
40.68,1.3,-3.1 ,0.1 
40.7,2.1,-5.4 ,0.6 
40.72,0.1,-7.1 ,1.1 
40.74,-1.8,-5.9 ,1.7 
40.76,-4,-4.8 ,2.4 
40.78,-6.4,-2.8 ,2.9 
40.8,-8.7,-1.0 ,3.6 
40.82,-11,1.5 ,3.4 
40.84,-12.9,3.7 ,2.8 
40.86,-15.1,6.0 ,2.2 
40.88,-16.5,5.8 ,1.9 
40.9,-17.4,5.0 ,2.2 
40.92,-18.4,5.6 ,2.5 
40.94,-19.4,6.5 ,2.5 
40.96,-20.2,7.5 ,1.7 
40.98,-21.3,8.1 ,0.9 
41,-19.8,7.4 ,0.9 
41.02,-17.3,6.9 ,1.7 
41.04,-13.5,6.1 ,2.3 
41.06,-6.5,5.3 ,3.1 
41.08,-1.4,4.4 ,3.7 
41.1,2,4.1 ,3.2 
41.12,5.5,5.3 ,2.6 
41.14,8.2,6.2 ,2.0 
41.16,8.9,7.3 ,1.3 
41.18,10.2,6.4 ,0.6 
41.2,9.3,5.7 ,0.2 
41.22,8,4.6 ,0.9 
41.24,6.1,4.3 ,1.5 
41.26,3.3,5.8 ,2.3 
41.28,0.3,7.2 ,2.8 
41.3,-2.4,8.3 ,2.5 
41.32,-5.7,8.1 ,2.2 
41.34,-4.5,8.2 ,1.7 
41.36,-1.3,7.9 ,1.8 
41.38,1.3,7.9 ,2.5 
41.4,3.3,5.6 ,3.0 
41.42,4.8,2.4 ,3.8 
41.44,5.4,-0.6 ,3.8 
41.46,5.8,-4.0 ,3.1 
41.48,6.2,-5.7 ,2.6 
41.5,6.5,-7.5 ,1.8 
41.52,6.9,-9.2 ,1.6 
41.54,7.2,-10.0 ,2.2 
41.56,7.5,-8.8 ,1.7 
41.58,7.7,-8.1 ,0.4 
41.6,7.3,-6.4 ,-0.9 
41.62,6.9,-3.7 ,-2.2 
41.64,6.4,-1.1 ,-3.6 
41.66,5.8,0.2 ,-4.3 
41.68,5.4,1.2 ,-4.4 
41.7,4.8,2.2 ,-4.5 
41.72,6.1,3.8 ,-3.7 
41.74,7.9,5.7 ,-3.1 
41.76,9.6,7.6 ,-2.3 
41.78,11.4,9.0 ,-1.5 
41.8,12.6,8.1 ,-1.1 
41.82,13.9,7.2 ,-1.0 
41.84,13.1,5.7 ,-0.9 
41.86,12.3,4.4 ,-0.8 
41.88,11.4,1.6 ,-0.6 
41.9,10.3,-0.2 ,-0.6 
41.92,8.7,-1.3 ,-1.1 
41.94,7.2,-2.7 ,-1.6 
41.96,5.6,-3.7 ,-2.2 
41.98,4,-5.0 ,-3.0 
42,2.4,-5.5 ,-4.9 
42.02,0.7,-4.7 ,-5.9 
42.04,0.4,-3.9 ,-5.5 
42.06,0.8,0.2 ,-5.4 
42.08,0.9,4.2 ,-5.8 
42.1,2.3,8.0 ,-6.3 
42.12,4.2,8.5 ,-7.0 
42.14,5.2,9.6 ,-7.1 
42.16,6.1,9.8 ,-6.4 
42.18,7.2,10.2 ,-5.8 
42.2,7.9,10.2 ,-4.4 
42.22,8.9,9.6 ,-2.8 
42.24,9.5,9.0 ,-1.3 
42.26,9.5,8.5 ,-1.1 
42.28,9.3,8.9 ,-1.0 
42.3,8.9,9.4 ,-1.0 
42.32,2.5,10.3 ,-1.0 
42.34,0,11.4 ,-1.9 
42.36,-0.5,12.4 ,-3.2 
42.38,-2,13.6 ,-3.7 
42.4,-2.4,14.6 ,-3.6 
42.42,-3.3,15.1 ,-3.6 
42.44,-4.8,13.5 ,-3.4 
